2.2204e-016	8.6	30	2.2204e-016	296	15	99.8931	0.1	2.2204e-016	107	0.53782	5	298	2.2204e-016	2.2204e-016	2.2204e-016	4.4409e-016	2.2204e-016
1	8.5987	29.9425	2.2204e-016	296.0062	14.9784	99.435	0.11074	3.421e-006	106.9734	0.54424	4.9954	298.0002	0.068945	2.2204e-016	2.2221e-016	0.001	2.2204e-016
2	8.5965	29.89	2.2204e-016	296.0075	14.9541	99.4964	0.12263	7.0838e-006	106.9467	0.51622	4.9903	298.0008	0.14524	2.2204e-016	5.0496e-006	0.020828	2.2204e-016
3	8.5943	29.8475	2.2204e-016	296.0087	14.9267	99.7605	0.13578	1.1018e-005	106.9201	0.62127	4.9907	298.0005	0.22964	2.2204e-016	5.386e-006	0.052089	2.2204e-016
4	8.5925	29.815	2.2204e-016	296.0075	14.8961	99.6209	0.15035	1.5258e-005	106.8935	0.59587	4.9909	297.999	0.32306	2.2204e-016	4.5984e-006	0.0001	2.2204e-016
5	8.5913	29.7725	2.2204e-016	296.0062	14.8617	99.4798	0.16647	1.9845e-005	106.8669	0.4627	4.9896	298.0013	0.42645	2.2204e-016	6.1453e-006	0.0001	2.2204e-016
6	8.5895	29.735	2.2204e-016	296.0025	14.8233	99.8471	0.18431	2.4821e-005	106.8403	0.59299	4.9893	298.0043	0.54085	2.2204e-016	7.3883e-006	0.42733	2.2204e-016
7	8.5882	29.7025	2.2204e-016	296.0012	14.7804	99.7196	0.20406	3.0237e-005	106.8137	0.54849	4.9898	297.9905	0.66743	2.2204e-016	7.4785e-006	0.55453	2.2204e-016
8	8.587	29.675	2.2204e-016	295.9975	14.7325	99.4503	0.22591	3.6146e-005	106.7871	0.63427	4.9894	297.9737	0.80745	2.2204e-016	8.0034e-006	0.0001	2.2204e-016
9	8.5857	29.6575	2.2204e-016	295.9937	14.6791	99.6408	0.25009	4.261e-005	106.7606	0.55914	4.9887	297.9792	0.96234	2.2204e-016	9.1695e-006	0.0001	2.2204e-016
10	8.585	29.635	2.2204e-016	295.9875	14.6195	99.2198	0.27684	4.9698e-005	106.734	0.52908	4.9883	297.9858	1.1337	2.2204e-016	9.9851e-006	0.0001	2.2204e-016
11	8.5847	29.6225	2.2204e-016	295.9838	14.5533	99.7076	0.30645	5.7486e-005	106.7075	0.55689	4.9876	297.9934	1.3233	2.2204e-016	1.096e-005	0.0001	2.2204e-016
12	8.5845	29.615	2.2204e-016	295.9825	14.4795	99.287	0.33922	6.6061e-005	106.6809	0.66107	4.9868	298.0024	1.5331	2.2204e-016	1.1888e-005	0.0001	2.2204e-016
13	8.5843	29.6175	2.2204e-016	295.9837	14.3976	99.3384	0.37547	7.5523e-005	106.6544	0.54279	4.9856	298.0127	1.7651	2.2204e-016	1.2923e-005	0.87838	2.2204e-016
14	8.5835	29.615	2.2204e-016	295.9825	14.3065	99.2195	0.41556	8.598e-005	106.6278	0.40726	4.984	297.9942	2.0216	2.2204e-016	1.4458e-005	2.3904	2.2204e-016
15	8.5833	29.6175	2.2204e-016	295.9862	14.2055	98.916	0.45984	9.7559e-005	106.6013	0.44308	4.9825	297.9456	2.3049	2.2204e-016	1.6324e-005	0.0001	2.2204e-016
16	8.582	29.63	2.2204e-016	295.9875	14.0935	99.1201	0.50877	0.0001104	106.5749	0.4998	4.9813	297.961	2.6178	2.2204e-016	1.7989e-005	0.0001	2.2204e-016
17	8.5813	29.6325	2.2204e-016	295.9887	13.9692	98.929	0.56288	0.00012466	106.5484	0.48589	4.9798	297.9784	2.9637	2.2204e-016	1.9679e-005	2.6382	2.2204e-016
18	8.581	29.64	2.2204e-016	295.9925	13.8315	98.5679	0.62263	0.00014054	106.522	0.531	4.978	297.9317	3.3457	2.2204e-016	2.2124e-005	0.0001	2.2204e-016
19	8.5813	29.6525	2.2204e-016	295.9937	13.6791	98.6025	0.68863	0.00015823	106.4956	0.56319	4.9765	297.9539	3.7675	2.2204e-016	2.4493e-005	0.0001	2.2204e-016
20	8.581	29.675	2.2204e-016	295.99	13.5102	98.2028	0.76157	0.00017799	106.4692	0.55476	4.9749	297.979	4.2335	2.2204e-016	2.6882e-005	2.9689	2.2204e-016
21	8.5805	29.705	2.2204e-016	295.99	13.3233	98.1939	0.84208	0.0002001	106.4428	0.50917	4.973	297.9348	4.7478	2.2204e-016	2.9585e-005	0.0001	2.2204e-016
22	8.581	29.74	2.2204e-016	295.9925	13.1167	97.7994	0.93093	0.00022489	106.4164	0.59909	4.9707	297.9663	5.3152	2.2204e-016	3.2718e-005	0.0001	2.2204e-016
23	8.581	29.77	2.2204e-016	295.995	12.8881	97.7568	1.0291	0.00025276	106.39	0.68575	4.9684	298.0016	5.9416	2.2204e-016	3.6054e-005	6.3127	2.2204e-016
24	8.5815	29.795	2.2204e-016	296	12.6358	97.6125	1.1372	0.00028415	106.3636	0.63075	4.9657	297.9194	6.6318	2.2204e-016	3.9593e-005	3.5586	2.2204e-016
25	8.582	29.83	2.2204e-016	296.0075	12.3576	97.5995	1.2562	0.0003196	106.3373	0.60111	4.9628	297.8818	7.3911	2.2204e-016	4.3587e-005	0.0001	2.2204e-016
26	8.5825	29.87	2.2204e-016	296.015	12.0508	97.1191	1.3872	0.00035976	106.311	0.69465	4.9596	297.9308	8.2272	2.2204e-016	4.7631e-005	0.0001	2.2204e-016
27	8.583	29.915	2.2204e-016	296.025	11.7122	96.7193	1.5317	0.0004054	106.2847	0.68963	4.9557	297.9853	9.1487	2.2204e-016	5.2531e-005	4.188	2.2204e-016
28	8.5835	29.95	2.2204e-016	296.0325	11.3392	96.5488	1.6906	0.0004575	106.2583	0.74	4.9515	297.9538	10.1621	2.2204e-016	5.8261e-005	3.1532	2.2204e-016
29	8.584	29.98	2.2204e-016	296.0375	10.9291	96.0101	1.8652	0.0005172	106.232	0.77723	4.9476	297.9456	11.2749	2.2204e-016	6.3995e-005	0.0001	2.2204e-016
